sample_ID	paper_number	compound	chemical_family	Ln_ion	Ln_anisotropy	Ln_Kramers	concentration	coordination_number	number_of_ligands	coordination_elements	X_im_max	T_B3	T_B3H	H	Fit	Ueff	Ueff_2	Ueff_ff	tau0	tau0_ff	Hyst	T_hyst	DOI	reference	year	mol_cluster	mag_struct_cluster	mol_cluster_2	mag_struct_cluster_2	link_to_CIF
1182	2018_43	[Yb(H2O)3(18-crown-6)](ClO4)3	Mixed Ligands	Yb3+	Prolate	Kramers	100	9	4	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/acs.inorgchem.8b01688	Maxwell, L., Amoza, M. & Ruiz, E. 2018 Mononuclear Lanthanide Complexes with 18-Crown-6 Ether: Synthesis, Characterization, Magnetic Properties, and Theoretical Studies. Inorganic Chemistry 57, 13225–13234. (doi:10.1021/acs.inorgchem.8b01688)	2018	C	Unassigned	D	Unassigned	NA
1183	2018_43	Na[Dy(5,7-Br2q)4]·DMF	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	16	300	NA	86.3	NA	NA	1.4e-7	NA	Pinched Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	B	II	B	VI	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562344
1184	2018_44	Na[Tb(5,7-Br2q)4]·DMF	Other Families	Tb3+	Oblate	Non-Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pinched Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	B	Unassigned	E	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562345
1185	2018_44	Na[Er(5,7-Br2q)4]·DMF	Other Families	Er3+	Prolate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pinched Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562346
1186	2018_44	Na[Ho(5,7-Br2q)4]·DMF	Other Families	Ho3+	Oblate	Non-Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pinched Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	B	Unassigned	E	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562347
1187	2018_44	Na[Dy(5,7-ClIq)4]·DMF	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	NA	16	500	NA	109	NA	NA	1.2e-7	NA	Pinched Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	B	II	B	VI	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562348
1188	2018_44	Na[Tb(5,7-ClIq)4]·DMF	Other Families	Tb3+	Oblate	Non-Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	B	Unassigned	E	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562349
1189	2018_44	Na[Er(5,7-ClIq)4]·DMF	Other Families	Er3+	Prolate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	2	10.1021/acs.inorgchem.8b02080	Cañon-Mancisidor, W., Miralles, S. G., Baldoví, J. J., Espallargas, G. M., Gaita-Ariño, A. & Coronado, E. 2018 Sublimable Single Ion Magnets Based on Lanthanoid Quinolinate Complexes: The Role of Intermolecular Interactions on Their Thermal Stability. Inorganic Chemistry 57, 14170–14177. (doi:10.1021/acs.inorgchem.8b02080)	2018	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1562350
1190	2018_45	[ZnDy(H2L)(CH3OH)2(NO3)2](NO3)·MeOH	TM near Ln	Dy3+	Oblate	Kramers	100	NA	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	5.5	1000	NA	20.7	NA	NA	1.1e-6	NA	Not Measured	NA	10.1021/acs.inorgchem.8b02875	Shen, F.-X., Li, H.-Q., Miao, H., Shao, D., Wei, X.-Q., Shi, L., Zhang, Y.-Q. & Wang, X.-Y. 2018 Heterometallic MIILnIII (M = Co/Zn; Ln = Dy/Y) Complexes with Pentagonal Bipyramidal 3d Centers: Syntheses, Structures, and Magnetic Properties. Inorganic Chemistry 57, 15526–15536. (doi:10.1021/acs.inorgchem.8b02875)	2018	B	II	C	III	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1872145
1191	2018_46	[Dy(quinbeyz)(NO3)2(DMF)]	Mixed Ligands	Dy3+	Oblate	Kramers	100	9	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	5	100	NA	26.7	NA	NA	9.5e-7	NA	Not Measured	NA	10.1002/zaac.201800310	Ji, C.-L., Jiang, Y.-X., Zhang, J.-C., Qi, Z.-Y., Kong, J.-J. & Huang, X.-C. 2018 Field-induced Slow Magnetic Relaxation Behavior in a Mononuclear Dy(III) Complex based on 8-Hydroxyquinoline Derivate Ligand. Zeitschrift für anorganische und allgemeine Chemie 644, 1635–1640. (doi:10.1002/zaac.201800310)	2018	B	II	B	III	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1855324
1192	2018_47	[DyNaI(L)(CH3CO2)2]n·2CH3CN	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	3	Oxygen+Nitrogen	T_B3 > 2K	NA	3	800	NA	13.21	NA	NA	3.94e-6	NA	Not Measured	NA	10.1016/j.inoche.2018.10.006	Long, Q.-Q., Hu, Z.-B., Wang, H.-S., Yin, C.-L., Chen, Y., Song, Y., Zhang, Z.-C., Xia, B.-T. & Pan, Z.-Q. 2018 Field-induced single molecule magnet behavior of a DyIII-NaI one-dimensional chain extended by acetate ions. Inorganic Chemistry Communications 98, 127–131. (doi:10.1016/j.inoche.2018.10.006)	2018	B	II	B	III	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1866846
1193	2018_48	[{Dy(Tp)2}2(Cl2An)]·2CH2Cl2	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	7	950	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.3390/inorganics6010007	Ishikawa, R., Michiwaki, S., Noda, T., Katoh, K., Yamashita, M., Matsubara, K. & Kawata, S. 2017 Field-Induced Slow Magnetic Relaxation of Mono- and Dinuclear Dysprosium(III) Complexes Coordinated by a Chloranilate with Different Resonance Forms. Inorganics 6, 7. (doi:10.3390/inorganics6010007)	2018	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6010007
1194	2018_48	[{Gd(Tp)2}2(Cl2An)]·2CH2Cl2	Mixed Ligands	Gd3+	Isotropic	Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6010007	Ishikawa, R., Michiwaki, S., Noda, T., Katoh, K., Yamashita, M., Matsubara, K. & Kawata, S. 2017 Field-Induced Slow Magnetic Relaxation of Mono- and Dinuclear Dysprosium(III) Complexes Coordinated by a Chloranilate with Different Resonance Forms. Inorganics 6, 7. (doi:10.3390/inorganics6010007)	2018	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6010007
1195	2018_48	[Co(Cp)2][Dy(Tp)2(Cl2An)]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	11	1500	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6010007	Ishikawa, R., Michiwaki, S., Noda, T., Katoh, K., Yamashita, M., Matsubara, K. & Kawata, S. 2017 Field-Induced Slow Magnetic Relaxation of Mono- and Dinuclear Dysprosium(III) Complexes Coordinated by a Chloranilate with Different Resonance Forms. Inorganics 6, 7. (doi:10.3390/inorganics6010007)	2018	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6010007
1196	2018_49	{[Tb(terpy)(H2O)3][Co(CN)6]·5H2O}n	Mixed Ligands	Tb3+	Oblate	Non-Kramers	100	8	6	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1016/j.ica.2018.07.029	Petrosyants, S. P., Ilyukhin, A. B., Efimov, N. N., Gavrikov, A. V. & Novotortsev, V. M. 2018 Self-assembly and SMM properties of lanthanide cyanocobaltate chain complexes with terpyridine as blocking ligand. Inorganica Chimica Acta 482, 813–820. (doi:10.1016/j.ica.2018.07.029)	2018	B	Unassigned	E	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1835087
1197	2018_49	{[Dy(terpy)(H2O)3][Co(CN)6]·5H2O}n	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	6	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	NA	68	NA	NA	4.8e-9	NA	Not Measured	NA	10.1016/j.ica.2018.07.029	Petrosyants, S. P., Ilyukhin, A. B., Efimov, N. N., Gavrikov, A. V. & Novotortsev, V. M. 2018 Self-assembly and SMM properties of lanthanide cyanocobaltate chain complexes with terpyridine as blocking ligand. Inorganica Chimica Acta 482, 813–820. (doi:10.1016/j.ica.2018.07.029)	2018	B	II	B	III	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1835085
1198	2018_49	{[Er(terpy)(H2O)3][Co(CN)6]·5H2O}n	Mixed Ligands	Er3+	Prolate	Kramers	100	8	6	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1016/j.ica.2018.07.029	Petrosyants, S. P., Ilyukhin, A. B., Efimov, N. N., Gavrikov, A. V. & Novotortsev, V. M. 2018 Self-assembly and SMM properties of lanthanide cyanocobaltate chain complexes with terpyridine as blocking ligand. Inorganica Chimica Acta 482, 813–820. (doi:10.1016/j.ica.2018.07.029)	2018	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1835088
1199	2018_49	{[Yb(terpy)(H2O)3][Co(CN)6]·5H2O}n	Mixed Ligands	Yb3+	Prolate	Kramers	100	8	6	Oxygen+Nitrogen	No Freq-dependent X''	NA	5	1000	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1016/j.ica.2018.07.029	Petrosyants, S. P., Ilyukhin, A. B., Efimov, N. N., Gavrikov, A. V. & Novotortsev, V. M. 2018 Self-assembly and SMM properties of lanthanide cyanocobaltate chain complexes with terpyridine as blocking ligand. Inorganica Chimica Acta 482, 813–820. (doi:10.1016/j.ica.2018.07.029)	2018	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1835086
1200	2018_50	[Dy(L1)3]	Other Families	Dy3+	Oblate	Kramers	100	6	3	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	NA	31.4	NA	NA	3.56e-4	NA	Not Measured	NA	10.3390/inorganics6010016	Guo, M. & Tang, J. 2018 Six-Coordinate Ln(III) Complexes with Various Coordination Geometries Showing Distinct Magnetic Properties. Inorganics 6, 16. (doi:10.3390/inorganics6010016)	2018	B	II	C	VI	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1586924
1201	2018_50	[Er(L1)3]	Other Families	Er3+	Prolate	Kramers	100	6	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6010016	Guo, M. & Tang, J. 2018 Six-Coordinate Ln(III) Complexes with Various Coordination Geometries Showing Distinct Magnetic Properties. Inorganics 6, 16. (doi:10.3390/inorganics6010016)	2018	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1586925
1202	2018_50	[Dy(L2)2]	Other Families	Dy3+	Oblate	Kramers	100	6	2	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6010016	Guo, M. & Tang, J. 2018 Six-Coordinate Ln(III) Complexes with Various Coordination Geometries Showing Distinct Magnetic Properties. Inorganics 6, 16. (doi:10.3390/inorganics6010016)	2018	B	Unassigned	B	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1586926
1203	2018_50	(H2.5O)4{Dy[Co(III)(CN)5(CNH0.5)]2(HMPA)4}	Mixed Ligands	Dy3+	Oblate	Kramers	100	6	6	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020036	Xiong, X., Liu, Y., Li, S., Xue, A., Wang, J., Zhang, C., Zhu, W. & Sun, H. 2018 The Exploration and Analysis of the Magnetic Relaxation Behavior in Three Isostructural Cyano-Bridged 3d–4f Linear Heterotrinuclear Compounds. Inorganics 6, 36. (doi:10.3390/inorganics6020036)	2018	B	Unassigned	B	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1818726
1204	2018_51	{[Dy(hfac)3(L)]·2C6H14}n	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	5	Oxygen	Freq-dependent X''	1	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020045	Flores Gonzalez, J., Cador, O., Ouahab, L., Norkov, S., Kuropatov, V. & Pointillart, F. 2018 Field-Induced Dysprosium Single-Molecule Magnet Involving a Fused o-Semiquinone-Extended-Tetrathiafulvalene-o-Semiquinone Bridging Triad. Inorganics 6, 45. (doi:10.3390/inorganics6020045)	2018	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6020045
1205	2018_52	Gd(papl)3	Other Families	Gd3+	Isotropic	Kramers	100	9	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020056	Taylor, R., Bonanno, N., Cibian, M., Yadav, J., Silverstein, H., Wiebe, C., Mauws, C., Lough, A. & Lemaire, M. 2018 Homoleptic Lanthanide Complexes Containing a Redox-Active Ligand and the Investigation of Their Electronic and Photophysical Properties. Inorganics 6, 56. (doi:10.3390/inorganics6020056)	2018	A	Unassigned	A	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1844759
1206	2018_52	Dy(papl)3	Other Families	Dy3+	Oblate	Kramers	100	9	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020056	Taylor, R., Bonanno, N., Cibian, M., Yadav, J., Silverstein, H., Wiebe, C., Mauws, C., Lough, A. & Lemaire, M. 2018 Homoleptic Lanthanide Complexes Containing a Redox-Active Ligand and the Investigation of Their Electronic and Photophysical Properties. Inorganics 6, 56. (doi:10.3390/inorganics6020056)	2018	B	Unassigned	C	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1844759
1207	2018_52	Tb(papl)3	Other Families	Tb3+	Oblate	Non-Kramers	100	9	3	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020056	Taylor, R., Bonanno, N., Cibian, M., Yadav, J., Silverstein, H., Wiebe, C., Mauws, C., Lough, A. & Lemaire, M. 2018 Homoleptic Lanthanide Complexes Containing a Redox-Active Ligand and the Investigation of Their Electronic and Photophysical Properties. Inorganics 6, 56. (doi:10.3390/inorganics6020056)	2018	B	Unassigned	E	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=iso of 1844759
1208	2018_53	[Dy(OPPh3)3(NO3)3]	Mixed Ligands	Dy3+	Oblate	Kramers	100	9	6	Oxygen	No Freq-dependent X''	NA	4	1000	NA	NA	NA	37.3	NA	4.8e-6	Not Measured	NA	10.3390/inorganics6020061	Langley, S., Vignesh, K., Holton, K., Benjamin, S., Hix, G., Phonsri, W., Moubaraki, B., Murray, K. & Rajaraman, G. 2018 Mononuclear Dysprosium(III) Complexes with Triphenylphosphine Oxide Ligands: Controlling the Coordination Environment and Magnetic Anisotropy. Inorganics 6, 61. (doi:10.3390/inorganics6020061)	2018	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6020061
1209	2018_53	[Dy(OPPh3)4(NO3)2](NO3)	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	6	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020061	Langley, S., Vignesh, K., Holton, K., Benjamin, S., Hix, G., Phonsri, W., Moubaraki, B., Murray, K. & Rajaraman, G. 2018 Mononuclear Dysprosium(III) Complexes with Triphenylphosphine Oxide Ligands: Controlling the Coordination Environment and Magnetic Anisotropy. Inorganics 6, 61. (doi:10.3390/inorganics6020061)	2018	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6020061
1210	2018_53	[Dy(OPPh3)3Cl3]	Mixed Ligands	Dy3+	Oblate	Kramers	100	6	6	Others	Freq-dependent X''	NA	4	1000	NA	NA	NA	35.1	NA	1.3e-5	Not Measured	NA	10.3390/inorganics6020061	Langley, S., Vignesh, K., Holton, K., Benjamin, S., Hix, G., Phonsri, W., Moubaraki, B., Murray, K. & Rajaraman, G. 2018 Mononuclear Dysprosium(III) Complexes with Triphenylphosphine Oxide Ligands: Controlling the Coordination Environment and Magnetic Anisotropy. Inorganics 6, 61. (doi:10.3390/inorganics6020061)	2018	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6020061
1211	2018_53	[Dy(OPPh3)4Cl2]Cl	Mixed Ligands	Dy3+	Oblate	Kramers	100	6	6	Others	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.3390/inorganics6020061	Langley, S., Vignesh, K., Holton, K., Benjamin, S., Hix, G., Phonsri, W., Moubaraki, B., Murray, K. & Rajaraman, G. 2018 Mononuclear Dysprosium(III) Complexes with Triphenylphosphine Oxide Ligands: Controlling the Coordination Environment and Magnetic Anisotropy. Inorganics 6, 61. (doi:10.3390/inorganics6020061)	2018	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.3390/inorganics6020061
1212	2018_54	GdGa(hfac)3(μ-acac)3	Mixed Ligands	Gd3+	Isotropic	Kramers	100	9	4	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.3390/inorganics6030072	Øwre, A., Vinum, M., Kern, M., van Slageren, J., Bendix, J. & Perfetti, M. 2018 Chiral, Heterometallic Lanthanide–Transition Metal Complexes by Design. Inorganics 6, 72. (doi:10.3390/inorganics6030072)	2018	A	Unassigned	A	Unassigned	NA
1213	2018_54	PrGa(hfac)3(μ2-acac-O,O,O)3	Mixed Ligands	Pr3+	Oblate	Non-Kramers	100	9	4	Oxygen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	No Hysteresis	NA	10.3390/inorganics6030072	Øwre, A., Vinum, M., Kern, M., van Slageren, J., Bendix, J. & Perfetti, M. 2018 Chiral, Heterometallic Lanthanide–Transition Metal Complexes by Design. Inorganics 6, 72. (doi:10.3390/inorganics6030072)	2018	B	Unassigned	E	Unassigned	NA
1214	2018_55	[Dy(L)2(C2H5OH)Cl3]·C2H5OH	Mixed Ligands	Dy3+	Oblate	Kramers	100	6	6	Others	Freq-dependent X''	NA	15	1200	NA	51.2	NA	NA	5.89e-6	NA	No Hysteresis	NA	10.1021/jacs.8b04818	Wang, Y.-X., Ma, Y., Chai, Y., Shi, W., Sun, Y. & Cheng, P. 2018 Observation of Magnetodielectric Effect in a Dysprosium-Based Single-Molecule Magnet. Journal of the American Chemical Society 140, 7795–7798. (doi:10.1021/jacs.8b04818)	2018	B	II	C	IV	http://www.crystallography.net/cod/result/?doi=10.1021/jacs.8b04818
1215	2018_56	{[Dy(4-pyridone)4(H2O)2][CoIII(CN)6]}·2H2O	Mixed Ligands	Dy3+	Oblate	Kramers	100	7	7	Oxygen+Nitrogen	T_B3 > 2K	15	NA	NA	NA	187	NA	NA	1.9e-10	NA	Pinched Hysteresis	4	10.1039/c7tc03963h	Wang, J., Chorazy, S., Nakabayashi, K., Sieklucka, B. & Ohkoshi, S. 2018 Achieving white light emission and increased magnetic anisotropy by transition metal substitution in functional materials based on dinuclear DyIII(4-pyridone)[MIII(CN)6]3− (M = Co, Rh) molecules. Journal of Materials Chemistry C 6, 473–481. (doi:10.1039/c7tc03963h)	2018	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c7tc03963h
1216	2018_57	{[Dy(4-pyridone)4(H2O)2][RhIII(CN)6]}·4H2O	Mixed Ligands	Dy3+	Oblate	Kramers	100	7	7	Oxygen+Nitrogen	T_B3 > 2K	15	NA	NA	NA	214	NA	NA	1.7e-11	NA	Pinched Hysteresis	4	10.1039/c7tc03963h	Wang, J., Chorazy, S., Nakabayashi, K., Sieklucka, B. & Ohkoshi, S. 2018 Achieving white light emission and increased magnetic anisotropy by transition metal substitution in functional materials based on dinuclear DyIII(4-pyridone)[MIII(CN)6]3− (M = Co, Rh) molecules. Journal of Materials Chemistry C 6, 473–481. (doi:10.1039/c7tc03963h)	2018	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c7tc03963h
1217	2018_57	[Dy(bbpen-CH3)Cl]	Mixed Ligands	Dy3+	Oblate	Kramers	100	7	2	Others	T_B3 > 2K	55	NA	NA	NA	723	NA	NA	2.36e-10	NA	Pinched Hysteresis	9	10.1039/c8tc00353j	Jiang, Z., Sun, L., Yang, Q., Yin, B., Ke, H., Han, J., Wei, Q., Xie, G. & Chen, S. 2018 Excess axial electrostatic repulsion as a criterion for pentagonal bipyramidal DyIII single-ion magnets with high Ueff and TB. Journal of Materials Chemistry C 6, 4273–4280. (doi:10.1039/c8tc00353j)	2018	B	II	B	IV	http://www.crystallography.net/cod/result/?doi=10.1039/c8tc00353j
1218	2018_58	[Dy(bbpen-CH3)Br]	Mixed Ligands	Dy3+	Oblate	Kramers	100	7	2	Others	T_B3 > 2K	62	NA	NA	NA	1162	NA	NA	1.02e-12	NA	Pinched Hysteresis	15	10.1039/c8tc00353j	Jiang, Z., Sun, L., Yang, Q., Yin, B., Ke, H., Han, J., Wei, Q., Xie, G. & Chen, S. 2018 Excess axial electrostatic repulsion as a criterion for pentagonal bipyramidal DyIII single-ion magnets with high Ueff and TB. Journal of Materials Chemistry C 6, 4273–4280. (doi:10.1039/c8tc00353j)	2018	B	II	B	IV	http://www.crystallography.net/cod/result/?doi=10.1039/c8tc00353j
1219	2018_58	[ErZn6(l3-O)3(l3-C2H4NO2)6(H2O)9]6-	TM near Ln	Er3+	Prolate	Kramers	100	9	NA	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1007/s10876-018-1407-1	Guo, S., Lv, X.-C., Gao, X.-H., Li, C.-L. & Zhang, X.-F. 2018 Structures, Magnetic and Thermodynamic Properties of a 3d–4f Mixed Metal Cluster [ErZn6(μ3-O)3(μ3-C2H4NO2)6(H2O)9]6+. Journal of Cluster Science 29, 975–980. (doi:10.1007/s10876-018-1407-1)	2018	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1814911
1220	2018_60	Cp*2Nd(BPh4)	Mixed Ligands	Nd3+	Oblate	Kramers	100	6	3	Carbon (aromatic rings)	No Freq-dependent X''	NA	9	1000	NA	41.7	NA	NA	1.4e-6	NA	Not Measured	NA	10.1016/j.jorganchem.2017.10.035	Demir, S., Meihaus, K. R. & Long, J. R. 2018 Slow magnetic relaxation in a neodymium metallocene tetraphenylborate complex. Journal of Organometallic Chemistry 857, 164–169. (doi:10.1016/j.jorganchem.2017.10.035)	2018	B	II	C	VI	NA
1221	2018_61	Cp*2Ho(BPh4)	Mixed Ligands	Ho3+	Oblate	Non-Kramers	100	6	3	Carbon (aromatic rings)	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1016/j.jorganchem.2017.10.035	Demir, S., Meihaus, K. R. & Long, J. R. 2018 Slow magnetic relaxation in a neodymium metallocene tetraphenylborate complex. Journal of Organometallic Chemistry 857, 164–169. (doi:10.1016/j.jorganchem.2017.10.035)	2018	B	Unassigned	E	Unassigned	NA
1222	2018_61	Cp*2Er(BPh4)	Mixed Ligands	Er3+	Prolate	Kramers	100	6	3	Carbon (aromatic rings)	No Freq-dependent X''	NA	3	1000	NA	22.589	NA	NA	6.45e-8	NA	Not Measured	NA	10.1016/j.jorganchem.2017.10.035	Demir, S., Meihaus, K. R. & Long, J. R. 2018 Slow magnetic relaxation in a neodymium metallocene tetraphenylborate complex. Journal of Organometallic Chemistry 857, 164–169. (doi:10.1016/j.jorganchem.2017.10.035)	2018	C	I	D	I	NA
